employee_number,arrive_time,rubbish_1,rubbish_2,rubbish_3,rubbish_4
8,7/05/2022 08:56,1,0,1,0
10,7/05/2022 08:57,1,0,1,0
6,7/05/2022 09:04,1,0,1,0
2,7/05/2022 09:10,1,0,1,0
17,7/05/2022 09:11,1,0,0,0
13,7/05/2022 09:19,1,0,1,0
13,7/05/2022 09:19,1,0,1,0
3,7/05/2022 13:42,1,0,1,0
3,7/05/2022 13:42,1,0,1,0
8,7/05/2022 13:49,1,0,1,0
8,7/05/2022 13:49,1,0,1,0
6,7/05/2022 13:59,1,0,1,0
17,7/05/2022 14:01,1,0,0,0
13,7/05/2022 14:21,1,0,1,0
13,7/05/2022 14:21,1,0,1,0
17,9/05/2022 08:43,1,0,0,0
16,9/05/2022 08:44,1,0,1,0
12,9/05/2022 08:47,1,0,1,0
6,9/05/2022 08:47,1,0,1,0
3,9/05/2022 08:47,1,0,1,0
7,9/05/2022 08:56,1,0,1,0
13,9/05/2022 08:59,1,0,1,0
2,9/05/2022 09:00,1,0,1,0
11,9/05/2022 09:01,1,0,1,0
9,9/05/2022 09:05,1,0,1,0
10,9/05/2022 09:05,1,0,1,0
6,9/05/2022 13:00,1,0,1,0
2,9/05/2022 13:00,1,0,1,0
17,9/05/2022 13:01,1,0,0,0
6,9/05/2022 13:58,1,0,1,0
6,9/05/2022 13:58,1,0,1,0
17,9/05/2022 13:58,1,0,0,0
9,9/05/2022 13:58,1,0,1,0
9,9/05/2022 13:58,1,0,1,0
2,9/05/2022 13:58,1,0,1,0
17,9/05/2022 18:07,1,0,0,0
3,9/05/2022 18:11,1,0,1,0
10,9/05/2022 18:32,1,0,1,0
2,9/05/2022 18:39,1,0,1,0
9,9/05/2022 18:44,1,0,1,0
7,9/05/2022 19:17,1,0,1,0
8,10/05/2022 08:17,1,0,1,0
17,10/05/2022 08:28,1,0,0,0
2,10/05/2022 08:52,1,0,1,0
6,10/05/2022 08:55,1,0,1,0
3,10/05/2022 08:55,1,0,1,0
12,10/05/2022 08:56,1,0,1,0
12,10/05/2022 08:56,1,0,1,0
13,10/05/2022 09:08,1,0,1,0
9,10/05/2022 09:21,1,0,1,0
11,10/05/2022 09:21,1,0,1,0
10,10/05/2022 09:54,1,0,1,0
7,10/05/2022 11:00,1,0,1,0
6,10/05/2022 13:02,1,0,1,0
17,10/05/2022 13:03,1,0,0,0
17,10/05/2022 13:59,1,0,0,0
6,10/05/2022 17:09,1,0,1,0
17,10/05/2022 18:03,1,0,0,0
3,10/05/2022 18:07,1,0,1,0
7,10/05/2022 18:44,1,0,1,0
17,11/05/2022 08:25,1,0,0,0
8,11/05/2022 08:30,1,0,1,0
10,11/05/2022 08:40,1,0,1,0
3,11/05/2022 08:48,1,0,1,0
2,11/05/2022 08:57,1,0,1,0
7,11/05/2022 08:59,1,0,1,0
12,11/05/2022 09:03,1,0,1,0
13,11/05/2022 09:03,1,0,1,0
9,11/05/2022 10:08,1,0,1,0
7,11/05/2022 13:05,1,0,1,0
8,11/05/2022 13:06,1,0,1,0
17,11/05/2022 13:09,1,0,0,0
2,11/05/2022 13:09,1,0,1,0
7,11/05/2022 13:37,1,0,1,0
17,11/05/2022 13:55,1,0,0,0
8,11/05/2022 13:56,1,0,1,0
2,11/05/2022 14:03,1,0,1,0
9,11/05/2022 14:03,1,0,1,0
9,11/05/2022 14:03,1,0,1,0
8,11/05/2022 17:09,1,0,1,0
3,11/05/2022 18:06,1,0,1,0
10,11/05/2022 18:14,1,0,1,0
9,11/05/2022 18:32,1,0,1,0
2,11/05/2022 18:32,1,0,1,0
7,11/05/2022 18:45,1,0,1,0
6,11/05/2022 20:24,1,0,1,0
6,12/05/2022 08:17,1,0,1,0
8,12/05/2022 08:23,1,0,1,0
8,12/05/2022 08:23,1,0,1,0
17,12/05/2022 08:30,1,0,0,0
10,12/05/2022 08:35,1,0,1,0
16,12/05/2022 08:43,1,0,1,0
12,12/05/2022 08:50,1,0,1,0
3,12/05/2022 08:55,1,0,1,0
13,12/05/2022 09:01,1,0,1,0
2,12/05/2022 09:01,1,0,1,0
9,12/05/2022 09:26,1,0,1,0
7,12/05/2022 09:42,1,0,1,0
8,12/05/2022 13:05,1,0,1,0
17,12/05/2022 13:06,1,0,0,0
6,12/05/2022 13:06,1,0,1,0
2,12/05/2022 13:07,1,0,1,0
6,12/05/2022 13:59,1,0,1,0
2,12/05/2022 14:00,1,0,1,0
17,12/05/2022 14:00,1,0,0,0
8,12/05/2022 14:02,1,0,1,0
17,12/05/2022 18:03,1,0,0,0
6,12/05/2022 18:03,1,0,1,0
3,12/05/2022 18:33,1,0,1,0
3,12/05/2022 18:33,1,0,1,0
2,12/05/2022 18:39,1,0,1,0
9,12/05/2022 18:40,1,0,1,0
17,13/05/2022 08:19,1,0,0,0
8,13/05/2022 08:26,1,0,1,0
10,13/05/2022 08:37,1,0,1,0
12,13/05/2022 08:51,1,0,1,0
2,13/05/2022 08:58,1,0,1,0
13,13/05/2022 09:04,1,0,1,0
7,13/05/2022 09:04,1,0,1,0
3,13/05/2022 09:05,1,0,1,0
6,13/05/2022 09:13,1,0,1,0
9,13/05/2022 09:13,1,0,1,0
7,13/05/2022 13:20,1,0,1,0
17,13/05/2022 13:25,1,0,0,0
6,13/05/2022 13:27,1,0,1,0
8,13/05/2022 13:28,1,0,1,0
7,13/05/2022 14:12,1,0,1,0
8,13/05/2022 17:11,1,0,1,0
3,13/05/2022 18:11,1,0,1,0
7,13/05/2022 18:34,1,0,1,0
2,13/05/2022 18:35,1,0,1,0
2,13/05/2022 18:35,1,0,1,0
16,13/05/2022 18:35,1,0,1,0
17,13/05/2022 18:44,1,0,0,0
7,14/05/2022 08:46,1,0,1,0
8,14/05/2022 08:57,1,0,1,0
2,14/05/2022 09:02,1,0,1,0
3,14/05/2022 09:03,1,0,1,0
17,14/05/2022 09:07,1,0,0,0
10,14/05/2022 09:15,1,0,1,0
6,14/05/2022 09:16,1,0,1,0
6,14/05/2022 13:11,1,0,1,0
7,14/05/2022 13:16,1,0,1,0
8,14/05/2022 13:54,1,0,1,0
3,14/05/2022 14:01,1,0,1,0
9,14/05/2022 15:03,1,0,1,0
2,14/05/2022 15:04,1,0,1,0
10,14/05/2022 15:05,1,0,1,0
17,16/05/2022 08:29,1,0,0,0
13,16/05/2022 08:57,1,0,1,0
3,16/05/2022 08:59,1,0,1,0
3,16/05/2022 08:59,1,0,1,0
6,16/05/2022 09:05,1,0,1,0
2,16/05/2022 09:09,1,0,1,0
11,16/05/2022 09:10,1,0,1,0
16,16/05/2022 09:18,1,0,1,0
16,16/05/2022 09:18,1,0,1,0
9,16/05/2022 09:33,1,0,1,0
10,16/05/2022 09:36,1,0,1,0
7,16/05/2022 10:39,1,0,1,0
6,16/05/2022 13:02,1,0,1,0
17,16/05/2022 13:33,1,0,0,0
8,16/05/2022 13:51,1,0,1,0
17,16/05/2022 13:56,1,0,0,0
6,16/05/2022 14:06,1,0,1,0
8,16/05/2022 18:15,1,0,1,0
2,16/05/2022 18:30,1,0,1,0
3,16/05/2022 19:02,1,0,1,0
7,16/05/2022 19:25,1,0,1,0
6,16/05/2022 20:07,1,0,1,0
17,16/05/2022 20:07,1,0,0,0
8,17/05/2022 08:28,1,0,1,0
8,17/05/2022 08:28,1,0,1,0
16,17/05/2022 08:29,1,0,1,0
16,17/05/2022 08:29,1,0,1,0
17,17/05/2022 08:35,1,0,0,0
7,17/05/2022 08:39,1,0,1,0
3,17/05/2022 09:00,1,0,1,0
2,17/05/2022 09:08,1,0,1,0
6,17/05/2022 09:10,1,0,1,0
10,17/05/2022 09:18,1,0,1,0
11,17/05/2022 09:33,1,0,1,0
9,17/05/2022 10:19,1,0,1,0
17,17/05/2022 13:01,1,0,0,0
6,17/05/2022 13:01,1,0,1,0
2,17/05/2022 13:01,1,0,1,0
9,17/05/2022 13:01,1,0,1,0
9,17/05/2022 13:01,1,0,1,0
8,17/05/2022 13:11,1,0,1,0
17,17/05/2022 13:40,1,0,0,0
6,17/05/2022 14:01,1,0,1,0
8,17/05/2022 14:02,1,0,1,0
8,17/05/2022 14:03,1,0,1,0
8,17/05/2022 18:10,1,0,1,0
8,17/05/2022 18:10,1,0,1,0
3,17/05/2022 18:11,1,0,1,0
3,17/05/2022 18:12,1,0,1,0
7,17/05/2022 18:35,1,0,1,0
17,17/05/2022 18:39,1,0,0,0
6,17/05/2022 18:53,1,0,1,0
2,17/05/2022 18:54,1,0,1,0
8,18/05/2022 08:25,1,0,1,0
7,18/05/2022 08:29,1,0,1,0
17,18/05/2022 08:44,1,0,0,0
10,18/05/2022 08:49,1,0,1,0
3,18/05/2022 08:50,1,0,1,0
2,18/05/2022 09:08,1,0,1,0
6,18/05/2022 09:14,1,0,1,0
11,18/05/2022 09:19,1,0,1,0
2,18/05/2022 13:00,1,0,1,0
6,18/05/2022 13:01,1,0,1,0
8,18/05/2022 13:08,1,0,1,0
17,18/05/2022 13:08,1,0,0,0
17,18/05/2022 13:42,1,0,0,0
8,18/05/2022 14:04,1,0,1,0
6,18/05/2022 14:37,1,0,1,0
8,18/05/2022 18:11,1,0,1,0
3,18/05/2022 18:18,1,0,1,0
3,18/05/2022 18:18,1,0,1,0
7,18/05/2022 18:38,1,0,1,0
6,18/05/2022 19:35,1,0,1,0
17,18/05/2022 19:41,1,0,0,0
16,19/05/2022 07:58,1,0,1,0
8,19/05/2022 08:28,1,0,1,0
8,19/05/2022 08:28,1,0,1,0
17,19/05/2022 08:48,1,0,0,0
10,19/05/2022 09:05,1,0,1,0
7,19/05/2022 09:09,1,0,1,0
2,19/05/2022 09:09,1,0,1,0
3,19/05/2022 09:14,1,0,1,0
11,19/05/2022 09:23,1,0,1,0
6,19/05/2022 09:23,1,0,1,0
6,19/05/2022 13:20,1,0,1,0
9,19/05/2022 13:38,1,0,1,0
9,19/05/2022 13:38,1,0,1,0
6,19/05/2022 14:02,1,0,1,0
17,19/05/2022 14:36,1,0,0,0
17,19/05/2022 14:50,1,0,0,0
8,19/05/2022 17:13,1,0,1,0
3,19/05/2022 18:06,1,0,1,0
7,19/05/2022 18:33,1,0,1,0
17,19/05/2022 18:36,1,0,0,0
2,19/05/2022 18:38,1,0,1,0
7,20/05/2022 08:28,1,0,1,0
17,20/05/2022 08:37,1,0,0,0
8,20/05/2022 08:46,1,0,1,0
3,20/05/2022 08:56,1,0,1,0
13,20/05/2022 09:12,1,0,1,0
2,20/05/2022 09:12,1,0,1,0
10,20/05/2022 09:15,1,0,1,0
6,20/05/2022 09:16,1,0,1,0
11,20/05/2022 09:35,1,0,1,0
7,20/05/2022 13:06,1,0,1,0
2,20/05/2022 13:15,1,0,1,0
17,20/05/2022 13:15,1,0,0,0
9,20/05/2022 13:15,1,0,1,0
6,20/05/2022 13:19,1,0,1,0
7,20/05/2022 13:49,1,0,1,0
6,20/05/2022 14:24,1,0,1,0
17,20/05/2022 14:29,1,0,0,0
8,20/05/2022 17:14,1,0,1,0
7,20/05/2022 18:26,1,0,1,0
3,20/05/2022 18:29,1,0,1,0
17,20/05/2022 21:27,1,0,0,0
6,20/05/2022 21:28,1,0,1,0
17,21/05/2022 08:41,1,0,0,0
3,21/05/2022 08:41,1,0,1,0
3,21/05/2022 08:41,1,0,1,0
10,21/05/2022 09:05,1,0,1,0
8,21/05/2022 09:06,1,0,1,0
2,21/05/2022 09:11,1,0,1,0
7,21/05/2022 09:19,1,0,1,0
9,21/05/2022 13:30,1,0,1,0
9,21/05/2022 13:48,1,0,1,0
8,21/05/2022 14:00,1,0,1,0
3,21/05/2022 14:19,1,0,1,0
2,21/05/2022 15:11,1,0,1,0
17,21/05/2022 15:11,1,0,0,0
6,21/05/2022 15:11,1,0,1,0
17,23/05/2022 08:35,1,0,0,0
7,23/05/2022 08:35,1,0,1,0
16,23/05/2022 08:36,1,0,1,0
6,23/05/2022 08:46,1,0,1,0
6,23/05/2022 08:46,1,0,1,0
3,23/05/2022 08:54,1,0,1,0
10,23/05/2022 09:02,1,0,1,0
13,23/05/2022 09:13,1,0,1,0
2,23/05/2022 09:16,1,0,1,0
9,23/05/2022 09:17,1,0,1,0
6,23/05/2022 13:02,1,0,1,0
17,23/05/2022 13:23,1,0,0,0
8,23/05/2022 13:51,1,0,1,0
8,23/05/2022 13:51,1,0,1,0
6,23/05/2022 14:01,1,0,1,0
8,23/05/2022 17:10,1,0,1,0
7,23/05/2022 18:25,1,0,1,0
3,23/05/2022 19:00,1,0,1,0
2,23/05/2022 19:14,1,0,1,0
6,23/05/2022 20:17,1,0,1,0
17,23/05/2022 20:19,1,0,0,0
8,24/05/2022 08:19,1,0,1,0
17,24/05/2022 08:23,1,0,0,0
7,24/05/2022 08:31,1,0,1,0
3,24/05/2022 08:49,1,0,1,0
2,24/05/2022 08:50,1,0,1,0
6,24/05/2022 09:01,1,0,1,0
11,24/05/2022 09:27,1,0,1,0
9,24/05/2022 09:27,1,0,1,0
7,24/05/2022 13:17,1,0,1,0
17,24/05/2022 13:35,1,0,0,0
17,24/05/2022 14:08,1,0,0,0
7,24/05/2022 14:13,1,0,1,0
8,24/05/2022 17:12,1,0,1,0
3,24/05/2022 18:14,1,0,1,0
17,24/05/2022 18:26,1,0,0,0
2,24/05/2022 18:30,1,0,1,0
9,24/05/2022 18:30,1,0,1,0
7,24/05/2022 18:35,1,0,1,0
6,24/05/2022 19:32,1,0,1,0
17,25/05/2022 08:26,1,0,0,0
7,25/05/2022 08:27,1,0,1,0
8,25/05/2022 08:27,1,0,1,0
12,25/05/2022 08:37,1,0,1,0
13,25/05/2022 08:51,1,0,1,0
3,25/05/2022 08:55,1,0,1,0
2,25/05/2022 08:56,1,0,1,0
2,25/05/2022 08:56,1,0,1,0
6,25/05/2022 09:03,1,0,1,0
6,25/05/2022 13:02,1,0,1,0
17,25/05/2022 13:04,1,0,0,0
8,25/05/2022 13:06,1,0,1,0
7,25/05/2022 13:10,1,0,1,0
17,25/05/2022 14:03,1,0,0,0
8,25/05/2022 14:03,1,0,1,0
7,25/05/2022 14:05,1,0,1,0
8,25/05/2022 17:12,1,0,1,0
3,25/05/2022 18:22,1,0,1,0
2,25/05/2022 18:31,1,0,1,0
9,25/05/2022 18:31,1,0,1,0
7,25/05/2022 18:52,1,0,1,0
17,25/05/2022 19:09,1,0,0,0
6,25/05/2022 19:09,1,0,1,0
8,26/05/2022 08:29,1,0,1,0
7,26/05/2022 08:38,1,0,1,0
17,26/05/2022 08:40,1,0,0,0
12,26/05/2022 08:48,1,0,1,0
10,26/05/2022 08:54,1,0,1,0
2,26/05/2022 08:59,1,0,1,0
6,26/05/2022 09:00,1,0,1,0
3,26/05/2022 09:02,1,0,1,0
11,26/05/2022 09:07,1,0,1,0
8,26/05/2022 13:04,1,0,1,0
8,26/05/2022 14:04,1,0,1,0
8,26/05/2022 14:04,1,0,1,0
7,26/05/2022 14:06,1,0,1,0
6,26/05/2022 14:13,1,0,1,0
17,26/05/2022 14:44,1,0,0,0
6,26/05/2022 15:11,1,0,1,0
17,26/05/2022 15:17,1,0,0,0
8,26/05/2022 17:11,1,0,1,0
7,26/05/2022 17:50,1,0,1,0
6,26/05/2022 18:08,1,0,1,0
17,26/05/2022 18:18,1,0,0,0
8,27/05/2022 08:24,1,0,1,0
7,27/05/2022 08:31,1,4,1,0
3,27/05/2022 08:53,1,0,1,0
2,27/05/2022 08:57,1,0,1,0
6,27/05/2022 09:05,1,0,1,0
13,27/05/2022 09:07,1,0,1,0
10,27/05/2022 09:10,1,0,1,0
9,27/05/2022 09:16,1,0,1,0
17,27/05/2022 09:17,1,0,0,0
12,27/05/2022 09:22,1,0,1,0
6,27/05/2022 13:00,1,0,1,0
2,27/05/2022 13:00,1,0,1,0
17,27/05/2022 13:09,1,0,0,0
7,27/05/2022 13:13,1,0,1,0
9,27/05/2022 13:13,1,0,1,0
9,27/05/2022 13:13,1,0,1,0
6,27/05/2022 14:06,1,0,1,0
17,27/05/2022 14:06,1,0,0,0
7,27/05/2022 14:22,1,0,1,0
8,27/05/2022 17:11,1,0,1,0
3,27/05/2022 18:17,1,0,1,0
2,27/05/2022 18:30,1,0,1,0
9,27/05/2022 18:31,1,0,1,0
17,27/05/2022 18:35,1,0,0,0
7,27/05/2022 18:56,1,0,1,0
17,28/05/2022 07:41,1,0,0,0
12,28/05/2022 08:18,1,0,1,0
9,28/05/2022 08:29,1,0,1,0
2,28/05/2022 08:31,1,0,1,0
3,28/05/2022 08:36,1,0,1,0
3,28/05/2022 08:36,1,0,1,0
8,28/05/2022 08:36,1,0,1,0
11,28/05/2022 08:50,1,0,1,0
3,28/05/2022 13:54,1,0,1,0
3,28/05/2022 13:54,1,0,1,0
8,28/05/2022 13:59,1,0,1,0
17,28/05/2022 14:06,1,0,0,0
6,28/05/2022 14:11,1,0,1,0
9,28/05/2022 16:38,1,0,1,0
7,30/05/2022 08:26,1,0,1,0
13,30/05/2022 08:39,1,0,1,0
10,30/05/2022 08:42,1,0,1,0
12,30/05/2022 08:48,1,0,1,0
2,30/05/2022 08:56,1,0,1,0
3,30/05/2022 08:58,1,0,1,0
17,30/05/2022 09:07,1,0,0,0
17,30/05/2022 13:00,1,0,0,0
6,30/05/2022 13:01,1,0,1,0
8,30/05/2022 13:21,1,0,1,0
17,30/05/2022 14:07,1,0,0,0
8,30/05/2022 17:12,1,0,1,0
6,30/05/2022 19:07,1,0,1,0
17,30/05/2022 19:27,1,0,0,0
2,30/05/2022 19:28,1,0,1,0
16,30/05/2022 19:28,1,0,1,0
16,30/05/2022 19:28,1,0,1,0
8,31/05/2022 08:25,1,0,1,0
12,31/05/2022 08:40,1,0,1,0
3,31/05/2022 08:44,1,0,1,0
3,31/05/2022 08:44,1,0,1,0
3,31/05/2022 08:44,1,0,1,0
17,31/05/2022 08:47,1,0,0,0
2,31/05/2022 08:47,1,0,1,0
6,31/05/2022 09:04,1,0,1,0
6,31/05/2022 13:18,1,0,1,0
6,31/05/2022 14:09,1,0,1,0
17,31/05/2022 15:17,1,0,0,0
17,31/05/2022 15:51,1,0,0,0
3,31/05/2022 18:44,1,0,1,0
17,31/05/2022 18:46,1,0,0,0
6,31/05/2022 18:55,1,0,1,0
16,31/05/2022 19:07,1,0,1,0
10,1/06/2022 08:40,1,0,1,0
17,1/06/2022 08:43,1,0,0,0
12,1/06/2022 08:48,1,0,1,0
3,1/06/2022 08:55,1,0,1,0
2,1/06/2022 08:55,1,0,1,0
6,1/06/2022 09:38,1,0,1,0
17,1/06/2022 13:05,1,0,0,0
17,1/06/2022 13:43,1,0,0,0
6,1/06/2022 13:43,1,0,1,0
3,1/06/2022 18:21,1,0,1,0
17,1/06/2022 18:48,1,0,0,0
6,1/06/2022 18:56,1,0,1,0
17,2/06/2022 08:29,1,0,0,0
8,2/06/2022 08:37,1,0,1,0
12,2/06/2022 08:37,1,0,1,0
12,2/06/2022 08:38,1,0,1,0
6,2/06/2022 08:43,1,0,1,0
2,2/06/2022 08:54,1,0,1,0
3,2/06/2022 08:55,1,0,1,0
17,2/06/2022 13:17,1,0,0,0
6,2/06/2022 13:18,1,0,1,0
17,2/06/2022 14:17,1,0,0,0
6,2/06/2022 14:17,1,0,1,0
6,2/06/2022 14:17,1,0,1,0
8,2/06/2022 17:14,1,0,1,0
17,2/06/2022 18:39,1,0,0,0
6,2/06/2022 18:54,1,0,1,0
3,2/06/2022 18:55,1,0,1,0
8,3/06/2022 08:21,1,0,1,0
12,3/06/2022 08:35,1,0,1,0
12,3/06/2022 08:35,1,0,1,0
3,3/06/2022 08:53,1,0,1,0
3,3/06/2022 08:53,1,0,1,0
2,3/06/2022 09:02,1,0,1,0
17,3/06/2022 09:03,1,0,0,0
17,3/06/2022 12:59,1,0,0,0
6,3/06/2022 13:03,1,0,1,0
17,3/06/2022 13:59,1,0,0,0
6,3/06/2022 14:03,1,0,1,0
8,3/06/2022 17:10,1,0,1,0
3,3/06/2022 18:17,1,0,1,0
3,3/06/2022 18:18,1,0,1,0
7,3/06/2022 18:20,1,0,1,0
7,3/06/2022 18:20,1,0,1,0
17,3/06/2022 18:28,1,0,0,0
6,3/06/2022 18:54,1,0,1,0
16,3/06/2022 19:17,1,0,1,0
16,3/06/2022 19:17,1,0,1,0
12,4/06/2022 08:27,1,0,1,0
17,4/06/2022 08:27,1,0,0,0
16,4/06/2022 08:37,1,0,1,0
16,4/06/2022 08:37,1,0,1,0
3,4/06/2022 08:46,1,0,1,0
8,4/06/2022 08:53,1,0,1,0
10,4/06/2022 08:53,1,0,1,0
2,4/06/2022 08:55,1,0,1,0
4,4/06/2022 09:08,1,0,1,0
6,4/06/2022 09:26,1,0,1,0
3,4/06/2022 13:40,1,0,1,0
8,4/06/2022 14:02,1,0,1,0
6,4/06/2022 14:51,1,0,1,0
7,6/06/2022 08:36,1,0,1,0
10,6/06/2022 08:46,1,0,1,0
12,6/06/2022 08:50,1,0,1,0
12,6/06/2022 08:50,1,0,1,0
3,6/06/2022 08:54,1,0,1,0
9,6/06/2022 08:56,1,0,1,0
6,6/06/2022 09:08,1,0,1,0
16,6/06/2022 09:09,1,0,1,0
17,6/06/2022 09:19,1,0,0,0
13,6/06/2022 09:19,1,0,1,0
11,6/06/2022 09:24,1,0,1,0
6,6/06/2022 13:01,1,0,1,0
7,6/06/2022 13:14,1,0,1,0
8,6/06/2022 13:42,1,0,1,0
6,6/06/2022 14:01,1,0,1,0
8,6/06/2022 18:10,1,0,1,0
10,6/06/2022 18:17,1,0,1,0
7,6/06/2022 18:27,1,0,1,0
3,6/06/2022 18:35,1,0,1,0
16,6/06/2022 19:14,1,0,1,0
17,6/06/2022 21:09,1,0,0,0
6,6/06/2022 21:09,1,0,1,0
10,7/06/2022 08:33,1,0,1,0
17,7/06/2022 08:41,1,0,0,0
8,7/06/2022 08:46,1,0,1,0
7,7/06/2022 08:50,1,0,1,0
12,7/06/2022 08:51,1,0,1,0
18,7/06/2022 08:56,1,0,1,0
3,7/06/2022 08:57,1,0,1,0
3,7/06/2022 08:57,1,0,1,0
11,7/06/2022 09:08,1,0,1,0
6,7/06/2022 09:20,1,0,1,0
6,7/06/2022 13:03,1,0,1,0
7,7/06/2022 13:13,1,0,1,0
6,7/06/2022 13:59,1,0,1,0
18,7/06/2022 13:59,1,0,1,0
9,7/06/2022 14:00,1,0,1,0
9,7/06/2022 14:00,1,0,1,0
7,7/06/2022 14:00,1,0,1,0
8,7/06/2022 18:10,1,0,1,0
3,7/06/2022 18:18,1,0,1,0
7,7/06/2022 18:26,1,0,1,0
6,7/06/2022 19:04,1,0,1,0
8,8/06/2022 08:25,1,0,1,0
10,8/06/2022 08:32,1,0,1,0
18,8/06/2022 08:33,1,0,1,0
12,8/06/2022 08:37,1,0,1,0
12,8/06/2022 08:37,1,0,1,0
7,8/06/2022 08:51,1,0,1,0
3,8/06/2022 09:02,1,0,1,0
9,8/06/2022 09:31,1,0,1,0
